epoch,accuracy,loss,val_accuracy,val_loss
0,0.04866412281990051,4.663410663604736,0.08143752068281174,4.28789758682251
1,0.11172797530889511,4.166698455810547,0.12660731375217438,3.9289920330047607
2,0.16524983942508698,3.843283176422119,0.21200130879878998,3.5761024951934814
3,0.22553783655166626,3.5578718185424805,0.2809099853038788,3.2454442977905273
4,0.2816620469093323,3.2855064868927,0.33860862255096436,2.9556140899658203
5,0.33154061436653137,3.0078065395355225,0.39366963505744934,2.701296806335449
6,0.3675399124622345,2.7733287811279297,0.435212641954422,2.478285312652588
7,0.40917766094207764,2.554288864135742,0.4704912602901459,2.288607597351074
8,0.43823736906051636,2.3750622272491455,0.49423012137413025,2.120839834213257
9,0.4616585969924927,2.2207424640655518,0.5169798731803894,1.988357424736023
10,0.49444833397865295,2.066953420639038,0.5387405157089233,1.8675991296768188
11,0.5188237428665161,1.9603139162063599,0.5552258491516113,1.7667982578277588
12,0.5404233336448669,1.845690369606018,0.5733597278594971,1.6910778284072876
13,0.5556038022041321,1.7664196491241455,0.5848994255065918,1.6170083284378052
14,0.5612422227859497,1.7093102931976318,0.5954500436782837,1.5504165887832642
15,0.5811069011688232,1.6303191184997559,0.6102868318557739,1.496537208557129
16,0.5975885391235352,1.5601459741592407,0.6208374500274658,1.4431061744689941
17,0.61094731092453,1.4908350706100464,0.6277613043785095,1.3930243253707886
18,0.6198820471763611,1.4391663074493408,0.6350148320198059,1.3601818084716797
19,0.6276891231536865,1.4025932550430298,0.6458951234817505,1.31950044631958
20,0.6401804685592651,1.364568829536438,0.6482030749320984,1.2917091846466064
21,0.6478140354156494,1.322115182876587,0.6547971963882446,1.2614493370056152
22,0.6626474857330322,1.275231957435608,0.6613913774490356,1.2372409105300903
23,0.6704545617103577,1.2393558025360107,0.6706231236457825,1.2097909450531006
24,0.679823100566864,1.2020237445831299,0.6755687594413757,1.1835564374923706
25,0.6829459071159363,1.191330909729004,0.6805143356323242,1.1611106395721436
26,0.6836398839950562,1.1541481018066406,0.6808440089225769,1.147443413734436
27,0.6993407607078552,1.1021698713302612,0.6864490509033203,1.1259074211120605
28,0.6998612284660339,1.0947673320770264,0.6913946270942688,1.1081347465515137
29,0.7081020474433899,1.074507713317871,0.6940323114395142,1.097122073173523
30,0.7132200002670288,1.0397367477416992,0.6973293423652649,1.0842560529708862
31,0.7172970771789551,1.026335597038269,0.6993076205253601,1.0711969137191772
32,0.7277064919471741,0.9900947213172913,0.6983184814453125,1.062654972076416
33,0.7241499423980713,0.9893258810043335,0.7029343843460083,1.0459100008010864
34,0.7333449125289917,0.9612992405891418,0.7075502872467041,1.0381582975387573
35,0.7462700009346008,0.9304435849189758,0.706890881061554,1.025534749031067
36,0.7444483637809753,0.9193940758705139,0.7082096934318542,1.016117811203003
37,0.7515614628791809,0.897678792476654,0.7088690996170044,1.0053179264068604
38,0.755378246307373,0.8864947557449341,0.7141444087028503,0.9993606805801392
39,0.758240818977356,0.8642725348472595,0.714474081993103,0.992057740688324
40,0.765006959438324,0.8491532206535339,0.7134850025177002,0.9880340099334717
41,0.7597154974937439,0.8517550826072693,0.718100905418396,0.9780294895172119
42,0.7688237428665161,0.8304657936096191,0.7190899848937988,0.9734280109405518
43,0.7745489478111267,0.8122013211250305,0.722716748714447,0.9648075699806213
44,0.7784525156021118,0.8003184199333191,0.7250247001647949,0.9567986130714417
45,0.7774115800857544,0.7958374619483948,0.7283217906951904,0.9476443529129028
46,0.779406726360321,0.7811726927757263,0.7286514639854431,0.9479733109474182
47,0.7835704684257507,0.7648854851722717,0.7273326516151428,0.9454540610313416
48,0.7872138023376465,0.7470594048500061,0.727992057800293,0.9418226480484009
49,0.7902498841285706,0.7343791723251343,0.730959415435791,0.932732105255127
50,0.8022207021713257,0.7107062935829163,0.7322782874107361,0.9310779571533203
51,0.8004857897758484,0.7044263482093811,0.7332673668861389,0.9280369281768799
52,0.7984906435012817,0.7113619446754456,0.7339267730712891,0.9257851839065552
53,0.8029146790504456,0.6845198273658752,0.7375535368919373,0.9240468740463257
54,0.8067314624786377,0.6787316203117371,0.7385426759719849,0.9216243028640747
55,0.8063845038414001,0.6690213084220886,0.7359050512313843,0.9190344214439392
56,0.8110687136650085,0.6616247892379761,0.7355753183364868,0.9190744161605835
57,0.8115024566650391,0.6530758142471313,0.7395318150520325,0.9082119464874268
58,0.8149722814559937,0.6417980194091797,0.7415100336074829,0.9082263112068176
59,0.8200035095214844,0.6282266974449158,0.7401912212371826,0.9042528867721558
60,0.8213046789169312,0.6238672137260437,0.7434883117675781,0.897596538066864
61,0.8252082467079163,0.613818883895874,0.7431585788726807,0.8952373266220093
62,0.826509416103363,0.604176938533783,0.744477391242981,0.896520733833313
63,0.8274636268615723,0.5942037105560303,0.7464556694030762,0.8866103887557983
64,0.834750235080719,0.5781611800193787,0.7464556694030762,0.888755738735199
65,0.8345767259597778,0.5840304493904114,0.7517309188842773,0.8819556832313538
66,0.8350971937179565,0.573676586151123,0.747444748878479,0.8812341690063477
67,0.8416898250579834,0.5542758107185364,0.7507418394088745,0.8769963979721069
68,0.8423838019371033,0.5467302203178406,0.752720057964325,0.8766994476318359
69,0.8403886556625366,0.5543031692504883,0.7533794641494751,0.8750579953193665
70,0.8456801176071167,0.5474132299423218,0.7514012455940247,0.8736915588378906
71,0.8514920473098755,0.5284678339958191,0.7523903846740723,0.8679744005203247
72,0.8525329828262329,0.5163180828094482,0.7533794641494751,0.8686854839324951
73,0.8524462580680847,0.5121690630912781,0.7507418394088745,0.8751991391181946
74,0.8512318134307861,0.5134311318397522,0.7510715126991272,0.870464026927948
75,0.8559160828590393,0.5047493577003479,0.7540388703346252,0.8698105812072754
76,0.8543546795845032,0.497200071811676,0.7533794641494751,0.8689903020858765
77,0.8652845621109009,0.4802049398422241,0.7517309188842773,0.8653948903083801
